Customer Id,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,Segment
2248,791,3,1349.86002346,6.674561391814426,1.3862943611198906,7.208496723014266,3,At Risk / Churned
2249,303,5,2489.75002296,5.717027701406222,1.791759469228055,7.820339158143073,0,Loyal / High-Value
2250,160,6,5009.45009226,5.081404364984463,1.9459101490553132,8.519281028818101,0,Loyal / High-Value
2251,433,6,3179.59006128,6.073044534100405,1.9459101490553132,8.06482201242287,0,Loyal / High-Value
2252,162,8,5126.32008927,5.093750200806762,2.1972245773362196,8.542338401914089,0,Loyal / High-Value
2253,809,2,1547.81002434,6.697034247666484,1.0986122886681098,7.34524218882833,3,At Risk / Churned
2254,173,3,2944.62007142,5.159055299214529,1.3862943611198906,7.98807462449009,3,At Risk / Churned
2255,184,7,4539.54009445,5.220355825078324,2.0794415416798357,8.420801247495035,0,Loyal / High-Value
2256,210,7,4789.57009891,5.351858133476067,2.0794415416798357,8.474404701884401,0,Loyal / High-Value
2257,176,7,4461.52006329,5.176149732573829,2.0794415416798357,8.403468922053138,0,Loyal / High-Value
2258,169,4,2929.67002486,5.135798437050262,1.6094379124341003,7.982986353295037,0,Loyal / High-Value
2259,1012,2,519.93001176,6.920671504248683,1.0986122886681098,6.255615698295907,3,At Risk / Churned
2260,341,5,1926.65003011,5.834810737062605,1.791759469228055,7.564056939041315,0,Loyal / High-Value
2261,561,2,1014.86003112,6.331501849893691,1.0986122886681098,6.923490854002337,3,At Risk / Churned
2262,567,3,457.9000091,6.342121418721152,1.3862943611198906,6.128832341230816,3,At Risk / Churned
2263,600,4,2369.83005146,6.398594934535208,1.6094379124341003,7.770995405495571,3,At Risk / Churned
2264,764,2,344.98000336,6.639875833826536,1.0986122886681098,5.846380979630375,3,At Risk / Churned
2265,253,6,2609.75008018,5.537334267018537,1.9459101490553132,7.867392846071139,0,Loyal / High-Value
2266,217,4,2809.85007486,5.384495062789089,1.6094379124341003,7.9412422343222975,0,Loyal / High-Value
2267,155,8,4389.6200829,5.049856007249537,2.1972245773362196,8.387225745046686,0,Loyal / High-Value
2268,249,8,3617.66008386,5.521460917862246,2.1972245773362196,8.193859093720032,0,Loyal / High-Value
2269,174,3,2157.64004134,5.1647859739235145,1.3862943611198906,7.677233691899551,3,At Risk / Churned
2270,177,5,2149.85006338,5.181783550292085,1.791759469228055,7.6736184212965775,0,Loyal / High-Value
2271,236,4,1494.80002216,5.4680601411351315,1.6094379124341003,7.310416474572382,0,Loyal / High-Value
2272,373,4,1184.89002612,5.924255797414532,1.6094379124341003,7.0782488485466475,3,At Risk / Churned
2273,308,2,1199.86004067,5.733341276897746,1.0986122886681098,7.090793279627228,3,At Risk / Churned
2274,852,2,2007.73004156,6.748759547491679,1.0986122886681098,7.605257981251273,3,At Risk / Churned
2275,383,2,949.9000321,5.950642552587727,1.0986122886681098,6.857408938302891,3,At Risk / Churned
2276,257,4,3179.79006196,5.552959584921617,1.6094379124341003,8.064884892073572,0,Loyal / High-Value
2277,124,6,4459.59009186,4.8283137373023015,1.9459101490553132,8.403036343854161,0,Loyal / High-Value
2278,223,9,5699.6001359,5.4116460518550396,2.302585092994046,8.648326735280355,0,Loyal / High-Value
2279,363,1,219.98000527,5.8971538676367405,0.6931471805599453,5.39807222353334,4,Recent One-Time Buyer
2280,335,3,1219.91001892,5.817111159963204,1.3862943611198906,7.107351776816912,3,At Risk / Churned
2281,131,4,2034.73004524,4.882801922586371,1.6094379124341003,7.618609778132921,0,Loyal / High-Value
2282,305,2,1434.76002886,5.723585101952381,1.0986122886681098,7.269449624821873,3,At Risk / Churned
2283,836,2,615.93001562,6.729824070489475,1.0986122886681098,6.424755590600112,3,At Risk / Churned
2284,342,5,3514.56008711,5.8377304471659395,1.791759469228055,8.164954133545487,0,Loyal / High-Value
2285,555,4,1504.86004067,6.320768294250582,1.6094379124341003,7.31711946955909,3,At Risk / Churned
2286,332,4,2391.78006555,5.808142489980444,1.6094379124341003,7.78021117626716,0,Loyal / High-Value
2287,159,4,1659.810028,5.075173815233827,1.6094379124341003,7.415060731007291,0,Loyal / High-Value
2288,132,7,3984.55009468,4.890349128221754,2.0794415416798357,8.290430623022457,0,Loyal / High-Value
2289,206,3,2589.740036,5.332718793265369,1.3862943611198906,7.859698842066388,3,At Risk / Churned
2290,918,2,2039.8200531,6.823286122355687,1.0986122886681098,7.621106992876935,3,At Risk / Churned
2291,170,8,5092.54008496,5.14166355650266,2.1972245773362196,8.535728365825403,0,Loyal / High-Value
2292,195,9,8293.04016511,5.278114659230517,2.302585092994046,9.023292483465207,0,Loyal / High-Value
2293,242,3,1329.9200287,5.493061443340548,1.3862943611198906,7.193625732968681,3,At Risk / Churned
2294,387,3,1849.7000275,5.961005339623274,1.3862943611198906,7.523319239742945,3,At Risk / Churned
2295,263,5,3309.55001838,5.575949103146316,1.791759469228055,8.104869623261484,0,Loyal / High-Value
2296,210,5,3207.54006966,5.351858133476067,1.791759469228055,8.073571305708505,0,Loyal / High-Value
2297,334,6,2709.62004092,5.814130531825066,1.9459101490553132,7.90493268509107,0,Loyal / High-Value
2298,307,5,4839.49010844,5.730099782973574,1.791759469228055,8.4847712566584,0,Loyal / High-Value
2299,252,7,3639.56007014,5.53338948872752,2.0794415416798357,8.199892814217794,0,Loyal / High-Value
2300,187,7,2914.63005834,5.236441962829949,2.0794415416798357,7.977841218941814,0,Loyal / High-Value
2301,213,8,4569.44008646,5.365976015021851,2.1972245773362196,8.427364778258363,0,Loyal / High-Value
2302,1059,1,719.8900146,6.966024187106113,0.6931471805599453,6.580486580017613,3,At Risk / Churned
2303,514,7,6219.19007864,6.244166900663736,2.0794415416798357,8.735555744533182,0,Loyal / High-Value
2304,140,2,2129.79002372,4.948759890378168,1.0986122886681098,7.664248093090829,3,At Risk / Churned
2305,591,3,1951.71005242,6.3835066348840055,1.3862943611198906,7.5769734571924365,3,At Risk / Churned
2306,174,6,4549.47005454,5.1647859739235145,1.9459101490553132,8.42298581529913,0,Loyal / High-Value
2307,204,5,2931.71007166,5.3230099791384085,1.791759469228055,7.983682213651601,0,Loyal / High-Value
2308,150,3,1899.78003314,5.017279836814924,1.3862943611198906,7.550019624662396,3,At Risk / Churned
2309,218,6,3182.49005126,5.389071729816501,1.9459101490553132,8.065733374357176,0,Loyal / High-Value
2310,139,7,4604.42009556,4.941642422609304,2.0794415416798357,8.434989170491656,0,Loyal / High-Value
2311,271,3,2299.71005254,5.605802066295998,1.3862943611198906,7.740973072769144,3,At Risk / Churned
2312,380,4,1139.89002992,5.942799375126701,1.6094379124341003,7.039563964778971,3,At Risk / Churned
2313,245,6,2933.7300874,5.5053315359323625,1.9459101490553132,7.984370764626148,0,Loyal / High-Value
2314,595,2,379.8899994,6.39024066706535,1.0986122886681098,5.942510617954797,3,At Risk / Churned
2315,585,1,1174.92002297,6.373319789577012,0.6931471805599453,7.0698061184673735,3,At Risk / Churned
2316,215,6,3459.69006736,5.375278407684165,1.9459101490553132,8.149223289599497,0,Loyal / High-Value
2317,213,3,2494.52001188,5.365976015021851,1.3862943611198906,7.822252408064046,3,At Risk / Churned
2318,236,5,2671.65004334,5.4680601411351315,1.791759469228055,7.890825784761944,0,Loyal / High-Value
2319,243,8,4517.55011366,5.497168225293202,2.1972245773362196,8.415946450053996,0,Loyal / High-Value
2320,307,8,4489.48009297,5.730099782973574,2.1972245773362196,8.409714899957876,0,Loyal / High-Value
2321,404,7,4474.48009108,6.003887067106539,2.0794415416798357,8.406368907877459,0,Loyal / High-Value
2322,186,4,2629.63003538,5.231108616854587,1.6094379124341003,7.8749786536612785,0,Loyal / High-Value
2323,241,4,2329.7900468,5.488937726156687,1.6094379124341003,7.75396256496634,0,Loyal / High-Value
2324,362,3,1809.82004164,5.8944028342648505,1.3862943611198906,7.501535083337975,3,At Risk / Churned
2325,167,7,4654.52010531,5.123963979403259,2.0794415416798357,8.445808913933801,0,Loyal / High-Value
2326,467,4,3039.7800598,6.148468295917647,1.6094379124341003,8.019869360102893,3,At Risk / Churned
2327,628,4,1734.74003984,6.444131256700441,1.6094379124341003,7.459189137371204,3,At Risk / Churned
2328,406,6,3189.63005444,6.008813185442595,1.9459101490553132,8.06797368550535,0,Loyal / High-Value
2329,207,6,2673.59004222,5.337538079701318,1.9459101490553132,7.891551392340462,0,Loyal / High-Value
2330,154,9,6356.21010783,5.043425116919247,2.302585092994046,8.757344897802838,0,Loyal / High-Value
2331,704,3,2049.8400421,6.558197802812269,1.3862943611198906,7.626004764831085,3,At Risk / Churned
2332,410,2,319.9300003,6.018593214496234,1.0986122886681098,5.7712230317485735,3,At Risk / Churned
2333,294,2,1639.85004428,5.68697535633982,1.0986122886681098,7.402969706219922,3,At Risk / Churned
2334,357,5,4927.4700699,5.8805329864007,1.791759469228055,8.502783888225128,0,Loyal / High-Value
2335,224,8,5379.42008216,5.41610040220442,2.1972245773362196,8.590521732293448,0,Loyal / High-Value
2336,130,6,3339.69007488,4.875197323201151,1.9459101490553132,8.113932673875505,0,Loyal / High-Value
2337,282,3,2829.7300567,5.645446897643238,1.3862943611198906,7.94828992793397,3,At Risk / Churned
2338,481,2,496.94999883,6.1779441140506,1.0986122886681098,6.210499668028015,3,At Risk / Churned
2339,128,4,1819.7600327,4.859812404361672,1.6094379124341003,7.507009293284684,0,Loyal / High-Value
2340,255,3,1078.93002704,5.545177444479562,1.3862943611198906,6.984651528241539,3,At Risk / Churned
2341,488,5,3629.64005666,6.192362489474872,1.791759469228055,8.197164235864381,0,Loyal / High-Value
2342,502,3,1019.83002084,6.220590170099739,1.3862943611198906,6.9283713212881795,3,At Risk / Churned
2343,345,3,1349.90003206,5.846438775057725,1.3862943611198906,7.208526339707962,3,At Risk / Churned
2344,340,2,729.90001678,5.831882477283517,1.0986122886681098,6.594276674444343,3,At Risk / Churned
2345,508,5,2485.6400375,6.2324480165505225,1.791759469228055,7.818687695692197,0,Loyal / High-Value
2346,216,4,1929.8000412,5.37989735354046,1.6094379124341003,7.565689725124643,0,Loyal / High-Value
2347,228,3,1279.87002178,5.43372200355424,1.3862943611198906,7.155294830534794,3,At Risk / Churned
2348,423,3,1689.75001138,6.049733455231958,1.3862943611198906,7.43292750318579,3,At Risk / Churned
2349,275,4,3469.58008192,5.62040086571715,1.6094379124341003,8.152077029551593,0,Loyal / High-Value
2350,400,5,2374.75003615,5.993961427306569,1.791759469228055,7.773068471307672,0,Loyal / High-Value
2351,331,4,1309.8000335,5.805134968916488,1.6094379124341003,7.178392942381571,3,At Risk / Churned
2352,179,5,2629.670044,5.19295685089021,1.791759469228055,7.874993862305301,0,Loyal / High-Value
2353,628,2,729.89000897,6.444131256700441,1.0986122886681098,6.594262981903247,3,At Risk / Churned
2354,360,3,2444.70004659,5.8888779583328805,1.3862943611198906,7.802086678551626,3,At Risk / Churned
2355,258,3,1909.8500519,5.556828061699537,1.3862943611198906,7.5553034753845925,3,At Risk / Churned
2356,136,3,3127.63006968,4.919980925828125,1.3862943611198906,8.048350510306951,0,Loyal / High-Value
2357,160,5,3719.58007056,5.081404364984463,1.791759469228055,8.221634868057151,0,Loyal / High-Value
2358,441,3,1809.8400421,6.091309882077698,1.3862943611198906,7.501546128250826,3,At Risk / Churned
2359,696,4,849.79000474,6.546785410760524,1.6094379124341003,6.746165335184671,3,At Risk / Churned
2360,478,2,1099.8700256,6.171700597410915,1.0986122886681098,7.003856078527927,3,At Risk / Churned
2361,123,5,1763.70003512,4.820281565605037,1.791759469228055,7.475736003150587,0,Loyal / High-Value
2362,257,8,5393.36012658,5.552959584921617,2.1972245773362196,8.59310926576099,0,Loyal / High-Value
2363,171,5,2769.5800438,5.147494476813453,1.791759469228055,7.926811979353689,0,Loyal / High-Value
2364,234,4,3949.6200753,5.459585514144159,1.6094379124341003,8.281627826663533,0,Loyal / High-Value
2365,159,9,5119.5900728,5.075173815233827,2.302585092994046,8.541024959986695,0,Loyal / High-Value
2366,327,4,2669.74007044,5.793013608384144,1.6094379124341003,7.890110892927107,0,Loyal / High-Value
2367,279,8,4653.38009274,5.634789603169249,2.1972245773362196,8.445564010647741,0,Loyal / High-Value
2368,157,7,3819.50005155,5.062595033026967,2.0794415416798357,8.24813659658062,0,Loyal / High-Value
2369,282,3,2079.81006626,5.645446897643238,1.3862943611198906,7.640512551810168,3,At Risk / Churned
2370,392,3,2487.65005499,5.973809611869261,1.3862943611198906,7.819495695853791,3,At Risk / Churned
2371,289,3,2369.76005936,5.66988092298052,1.3862943611198906,7.770965882867774,3,At Risk / Churned
2372,131,5,2679.7600251,4.882801922586371,1.791759469228055,7.893855624755671,0,Loyal / High-Value
2373,160,8,5674.37012472,5.081404364984463,2.1972245773362196,8.643891060437836,0,Loyal / High-Value
2374,351,4,1739.91004568,5.863631175598097,1.6094379124341003,7.462163270242647,3,At Risk / Churned
2375,152,5,3649.5300522,5.030437921392435,1.791759469228055,8.202627655813988,0,Loyal / High-Value
2376,222,4,1944.83002289,5.407171771460119,1.6094379124341003,7.573443912009095,0,Loyal / High-Value
2377,157,5,3089.73007206,5.062595033026967,1.791759469228055,8.036162611259682,0,Loyal / High-Value
2378,287,6,3615.53009036,5.662960480135946,1.9459101490553132,8.193270306553353,0,Loyal / High-Value
2379,946,1,749.86001584,6.853299093186078,0.6931471805599453,6.621219237372741,3,At Risk / Churned
2380,432,2,1245.84004212,6.07073772800249,1.0986122886681098,7.128367663290214,3,At Risk / Churned
2381,184,5,3419.77005002,5.220355825078324,1.791759469228055,8.137620965536318,0,Loyal / High-Value
2382,238,6,2959.52001574,5.476463551931511,1.9459101490553132,7.993120212881251,0,Loyal / High-Value
2383,467,4,1889.75002282,6.148468295917647,1.6094379124341003,7.544728866805423,3,At Risk / Churned
2384,148,10,5412.29009065,5.003946305945459,2.3978952727983707,8.596612336835236,0,Loyal / High-Value
2385,167,6,2384.71004872,5.123963979403259,1.9459101490553132,7.777252073362328,0,Loyal / High-Value
2386,273,5,2708.78006756,5.6131281063880705,1.791759469228055,7.904622754698511,0,Loyal / High-Value
2387,162,5,3359.6000671,5.093750200806762,1.791759469228055,8.119874828410515,0,Loyal / High-Value
2388,484,3,1384.86003876,6.184148890937483,1.3862943611198906,7.234076192515167,3,At Risk / Churned
2389,257,9,6257.14012172,5.552959584921617,2.302585092994046,8.741638314793114,0,Loyal / High-Value
2390,434,3,1009.9000168,6.075346031088684,1.3862943611198906,6.918596318778866,3,At Risk / Churned
2391,383,4,2571.6300582,5.950642552587727,1.6094379124341003,7.852684023553657,0,Loyal / High-Value
2392,277,4,1749.74001318,5.627621113690637,1.6094379124341003,7.467793842209776,0,Loyal / High-Value
2393,921,1,519.97001268,6.826545223556594,0.6931471805599453,6.255692482860801,3,At Risk / Churned
2394,127,6,3369.65007782,4.852030263919617,1.9459101490553132,8.122860906173585,0,Loyal / High-Value
2395,316,5,2349.74005128,5.75890177387728,1.791759469228055,7.7624854730010435,0,Loyal / High-Value
2396,519,1,399.980011,6.253828811575473,0.6931471805599453,5.993911578183823,3,At Risk / Churned
2397,269,5,3884.4100418,5.598421958998375,1.791759469228055,8.264983802097145,0,Loyal / High-Value
2398,566,3,1464.84003446,6.340359303727752,1.3862943611198906,7.290183759480624,3,At Risk / Churned
2399,186,2,469.9500122,5.231108616854587,1.0986122886681098,6.154751957173911,3,At Risk / Churned
2400,260,5,1133.7300034,5.564520407322694,1.791759469228055,7.034150019150021,0,Loyal / High-Value
2401,355,3,3505.74006662,5.87493073085203,1.3862943611198906,8.162442128950158,3,At Risk / Churned
2402,422,8,4319.40004364,6.0473721790462776,2.1972245773362196,8.371103279645236,0,Loyal / High-Value
2403,332,10,4800.3500444,5.808142489980444,2.3978952727983707,8.476652416600015,0,Loyal / High-Value
2404,552,5,4030.42003827,6.315358001522335,1.791759469228055,8.301873959690498,0,Loyal / High-Value
2405,530,4,1029.80001842,6.274762021241939,1.6094379124341003,6.938090496647826,3,At Risk / Churned
2406,388,5,3849.66007226,5.963579343618446,1.791759469228055,8.255999859926675,0,Loyal / High-Value
2407,196,5,2778.55002222,5.2832037287379885,1.791759469228055,7.930044331072741,0,Loyal / High-Value
2408,210,3,899.95001986,5.351858133476067,1.3862943611198906,6.803449784216221,3,At Risk / Churned
2409,224,3,2059.88005454,5.41610040220442,1.3862943611198906,7.630888381496762,3,At Risk / Churned
2410,374,5,2299.63002018,5.926926025970411,1.791759469228055,7.740938286224901,0,Loyal / High-Value
2411,291,2,1259.8700409,5.676753802268282,1.0986122886681098,7.139557270304907,3,At Risk / Churned
2412,236,4,1769.9000169,5.4680601411351315,1.6094379124341003,7.479243180457924,0,Loyal / High-Value
2413,205,2,989.9400177,5.327876168789581,1.0986122886681098,6.8986540054547625,3,At Risk / Churned
2414,371,6,3688.55009072,5.918893854273146,1.9459101490553132,8.21325980296677,0,Loyal / High-Value
2415,348,3,1869.8100433,5.855071922202427,1.3862943611198906,7.53412679428932,3,At Risk / Churned
2416,233,3,1634.82001112,5.455321115357702,1.3862943611198906,7.399899493457495,3,At Risk / Churned
2417,193,7,5649.53012474,5.267858159063328,2.0794415416798357,8.639504647126584,0,Loyal / High-Value
2418,281,5,3319.5200806,5.641907070938114,1.791759469228055,8.107876700425214,0,Loyal / High-Value
2419,163,5,3874.58007822,5.099866427824199,1.791759469228055,8.26245062818904,0,Loyal / High-Value
2420,291,5,3684.63009262,5.676753802268282,1.791759469228055,8.212196778505891,0,Loyal / High-Value
2421,446,2,1312.79002758,6.102558594613569,1.0986122886681098,7.180671389913504,3,At Risk / Churned
2422,283,4,2905.72009282,5.648974238161206,1.6094379124341003,7.974780608623335,0,Loyal / High-Value
2423,217,4,2817.71007156,5.384495062789089,1.6094379124341003,7.944034637850438,0,Loyal / High-Value
2424,123,5,2413.80006412,4.820281565605037,1.791759469228055,7.789371773475194,0,Loyal / High-Value
2425,288,5,2753.76005562,5.666426688112432,1.791759469228055,7.921085623645279,0,Loyal / High-Value
2426,541,2,789.8900146,6.295266001439646,1.0986122886681098,6.673158912082161,3,At Risk / Churned
2427,258,5,3049.68003846,5.556828061699537,1.791759469228055,8.023119808178315,0,Loyal / High-Value
2428,274,2,1459.8300323,5.616771097666572,1.0986122886681098,7.28676006843277,3,At Risk / Churned
2429,144,8,5172.40012557,4.976733742420574,2.1972245773362196,8.551285415856245,0,Loyal / High-Value
2430,318,8,3604.68006321,5.765191102784844,2.1972245773362196,8.190265676368979,0,Loyal / High-Value
2431,208,3,1664.73002626,5.342334251964811,1.3862943611198906,7.418018760531794,3,At Risk / Churned
2432,518,3,2399.8100281,6.251903883165888,1.3862943611198906,7.783561471100106,3,At Risk / Churned
2433,131,11,5623.51007876,4.882801922586371,2.4849066497880004,8.634889126170114,0,Loyal / High-Value
2434,216,4,1553.77003854,5.37989735354046,1.6094379124341003,7.349082928493963,0,Loyal / High-Value
2435,774,5,3674.68008432,6.652863029353347,1.791759469228055,8.209493451483834,0,Loyal / High-Value
2436,206,5,2121.73004721,5.332718793265369,1.791759469228055,7.66045829733465,0,Loyal / High-Value
2437,315,5,1239.81002804,5.755742213586912,1.791759469228055,7.123519693744564,0,Loyal / High-Value
2438,590,3,1889.71004687,6.3818160174060985,1.3862943611198906,7.54470772367591,3,At Risk / Churned
2439,739,4,3049.59006506,6.606650186198215,1.6094379124341003,8.023090314843818,3,At Risk / Churned
2440,630,2,1779.73004144,6.447305862541213,1.0986122886681098,7.484778694843948,3,At Risk / Churned
2441,124,7,2697.70004471,4.8283137373023015,2.0794415416798357,7.900525471128747,0,Loyal / High-Value
2442,252,5,1899.7600517,5.53338948872752,1.791759469228055,7.550009112375505,0,Loyal / High-Value
2443,418,2,905.84002109,6.037870919922137,1.0986122886681098,6.809966052077212,3,At Risk / Churned
2444,172,9,7267.19013984,5.153291594497779,2.302585092994046,8.891262590406663,0,Loyal / High-Value
2445,173,3,2009.84004222,5.159055299214529,1.3862943611198906,7.606307845196834,3,At Risk / Churned
2446,345,5,4789.39009862,5.846438775057725,1.791759469228055,8.47436712730183,0,Loyal / High-Value
2447,138,6,5664.49009334,4.9344739331306915,1.9459101490553132,8.64214868222497,0,Loyal / High-Value
2448,125,5,2234.79003136,4.836281906951478,1.791759469228055,7.712349926180611,0,Loyal / High-Value
2449,576,2,749.9100266,6.3578422665081,1.0986122886681098,6.621285839793359,3,At Risk / Churned
2451,138,8,5625.44009219,4.9344739331306915,2.1972245773362196,8.635232210695351,0,Loyal / High-Value
2452,492,4,2549.780056,6.20050917404269,1.6094379124341003,7.844154495687013,3,At Risk / Churned
2453,185,8,4594.470066,5.225746673713202,2.1972245773362196,8.432826329013485,0,Loyal / High-Value
2454,202,5,3294.5700646200003,5.313205979041787,1.791759469228055,8.100334440961657,0,Loyal / High-Value
2455,600,3,1767.71002196,6.398594934535208,1.3862943611198906,7.478005758710667,3,At Risk / Churned
2456,331,3,1774.83005146,5.805134968916488,1.3862943611198906,7.482023227227873,3,At Risk / Churned
2457,512,4,1585.83003234,6.240275845170769,1.6094379124341003,7.369493614816002,3,At Risk / Churned
2458,198,4,2539.7000504,5.293304824724492,1.6094379124341003,7.840194932432715,0,Loyal / High-Value
2459,265,2,1299.81003198,5.583496308781699,1.0986122886681098,7.170742450925554,3,At Risk / Churned
2460,471,5,2929.85006338,6.156978985585555,1.791759469228055,7.983047783953755,0,Loyal / High-Value
2461,269,5,4477.63010034,5.598421958998375,1.791759469228055,8.407072497474328,0,Loyal / High-Value
2462,229,8,6015.3601189,5.438079308923196,2.1972245773362196,8.70223772402762,0,Loyal / High-Value
2463,185,4,2089.68003848,5.225746673713202,1.6094379124341003,7.645244669298313,0,Loyal / High-Value
2464,141,7,3199.64007765,4.955827057601261,2.0794415416798357,8.071106093051256,0,Loyal / High-Value
2465,445,2,299.95999908,6.100318952020064,1.0986122886681098,5.706977362495835,3,At Risk / Churned
2466,183,6,3699.72007764,5.214935757608986,1.9459101490553132,8.21628269527554,0,Loyal / High-Value
2467,446,6,4354.40004724,6.102558594613569,1.9459101490553132,8.379171744365156,0,Loyal / High-Value
2468,490,3,1869.73003398,6.19644412779452,1.3862943611198906,7.53408402616798,3,At Risk / Churned
2469,155,9,4748.60011115,5.049856007249537,2.302585092994046,8.465815706358436,0,Loyal / High-Value
2470,317,5,2899.6000557,5.762051382780177,1.791759469228055,7.972672910329073,0,Loyal / High-Value
2471,539,3,2709.69004828,6.29156913955832,1.3862943611198906,7.904958511822562,3,At Risk / Churned
2472,211,5,1989.80005264,5.356586274672012,1.791759469228055,7.59629187342603,0,Loyal / High-Value
2473,152,6,2679.68007286,5.030437921392435,1.9459101490553132,7.893825799843503,0,Loyal / High-Value
2474,442,1,1429.8700409,6.093569770045136,0.6931471805599453,7.266037958451207,3,At Risk / Churned
2475,137,6,4490.6201211,4.927253685157205,1.9459101490553132,8.409968744406045,0,Loyal / High-Value
2476,437,4,4039.62006386,6.082218910376446,1.6094379124341003,8.304153440331634,0,Loyal / High-Value
2477,303,5,1804.81003379,5.717027701406222,1.791759469228055,7.4987645422816875,0,Loyal / High-Value
2478,149,5,3674.54004475,5.0106352940962555,1.791759469228055,8.209455351803085,0,Loyal / High-Value
2479,264,1,749.94002154,5.579729825986222,0.6931471805599453,6.621325783781164,3,At Risk / Churned
2480,531,1,929.92002108,6.2766434893416445,0.6931471805599453,6.83617336712073,3,At Risk / Churned
2481,580,3,2624.79006387,6.364750756851911,1.3862943611198906,7.873137106453701,3,At Risk / Churned
2482,196,6,2899.54004282,5.2832037287379885,1.9459101490553132,7.972652220299533,0,Loyal / High-Value
2483,361,6,3049.74008186,5.8916442118257715,1.9459101490553132,8.023139489956922,0,Loyal / High-Value
2484,128,9,7499.32014102,4.859812404361672,2.302585092994046,8.922700984082736,0,Loyal / High-Value
2485,298,8,3333.72007376,5.700443573390687,2.1972245773362196,8.11214401892286,0,Loyal / High-Value
2486,309,5,2009.69003674,5.736572297479192,1.791759469228055,7.606233243999218,0,Loyal / High-Value
2487,463,3,1319.8600083,6.139884552226255,1.3862943611198906,7.186038324871858,3,At Risk / Churned
2488,282,4,2929.4900435,5.645446897643238,1.6094379124341003,7.982924938367631,0,Loyal / High-Value
2489,535,1,1019.8600311,6.284134161070802,0.6931471805599453,6.928400718757177,3,At Risk / Churned
2490,779,3,2169.6200409,6.659293919683638,1.3862943611198906,7.682768138854208,3,At Risk / Churned
2491,235,3,917.88999753,5.4638318050256105,1.3862943611198906,6.823166417182604,3,At Risk / Churned
2492,179,4,2017.6400337,5.19295685089021,1.6094379124341003,7.610179313016699,0,Loyal / High-Value
2493,227,2,945.8500175,5.429345628954441,1.0986122886681098,6.85314070419125,3,At Risk / Churned
2494,219,9,3661.5000801,5.393627546352362,2.302585092994046,8.205901275195629,0,Loyal / High-Value
2495,173,4,3424.62005604,5.159055299214529,1.6094379124341003,8.139037772570731,0,Loyal / High-Value
2496,495,3,2614.78006746,6.206575926724928,1.3862943611198906,7.869317636970969,3,At Risk / Churned
2497,408,4,2259.75003426,6.013715156042802,1.6094379124341003,7.723451910774853,3,At Risk / Churned
2498,405,5,1779.82001307,6.0063531596017325,1.791759469228055,7.484829218704987,0,Loyal / High-Value
2499,298,2,1549.8900223,5.700443573390687,1.0986122886681098,7.3465842530544805,3,At Risk / Churned
2500,630,3,1259.9000397,6.447305862541213,1.3862943611198906,7.139581062164627,3,At Risk / Churned
2501,407,4,3226.50006096,6.0112671744041615,1.6094379124341003,8.079463141608482,0,Loyal / High-Value
2502,190,5,3699.66009146,5.25227342804663,1.791759469228055,8.216266485817673,0,Loyal / High-Value
2503,879,4,2539.77005774,6.779921907472252,1.6094379124341003,7.840222486403718,3,At Risk / Churned
2504,230,6,4074.5300332,5.442417710521793,1.9459101490553132,8.312756086713591,0,Loyal / High-Value
2505,756,4,2199.85004808,6.6293632534374485,1.6094379124341003,7.6965989502096654,3,At Risk / Churned
2506,1031,1,639.9199982,6.939253946041508,0.6931471805599453,6.462904641331217,3,At Risk / Churned
2507,632,4,1689.8300476,6.450470422144176,1.6094379124341003,7.432974839767281,3,At Risk / Churned
2508,215,8,5753.33010106,5.375278407684165,2.1972245773362196,8.657707911437107,0,Loyal / High-Value
2509,531,4,1659.84004598,6.2766434893416445,1.6094379124341003,7.415078805144741,3,At Risk / Churned
2510,157,4,3029.60007094,5.062595033026967,1.6094379124341003,8.016515922109967,0,Loyal / High-Value
2511,382,6,2731.75007063,5.948034989180646,1.9459101490553132,7.913063733019705,0,Loyal / High-Value
2512,1112,1,489.8600006,7.014814351275545,0.6931471805599453,6.196158955976006,3,At Risk / Churned
2513,236,5,2586.83005144,5.4680601411351315,1.791759469228055,7.858574985551113,0,Loyal / High-Value
2514,258,9,5791.40010088,5.556828061699537,2.302585092994046,8.664302009870372,0,Loyal / High-Value
2515,367,6,3389.68007668,5.908082938168931,1.9459101490553132,8.128785792844452,0,Loyal / High-Value
2516,396,2,1419.8800431,5.983936280687191,1.0986122886681098,7.259031707292386,3,At Risk / Churned
2517,696,4,1663.8200303,6.546785410760524,1.6094379124341003,7.417472306662499,3,At Risk / Churned
2518,121,4,1179.84001534,4.804021044733257,1.6094379124341003,7.073981341601957,0,Loyal / High-Value
2519,303,6,3749.54004487,5.717027701406222,1.9459101490553132,8.229655120561063,0,Loyal / High-Value
2520,238,6,2594.71005823,5.476463551931511,1.9459101490553132,7.861615383693511,0,Loyal / High-Value
2521,368,4,2239.73004528,5.910796644040527,1.6094379124341003,7.714557004822385,3,At Risk / Churned
2522,718,3,1899.7800445,6.577861357721047,1.3862943611198906,7.55001963063889,3,At Risk / Churned
2523,186,5,2055.82002646,5.231108616854587,1.791759469228055,7.628916392611785,0,Loyal / High-Value
2524,383,3,2679.75005346,5.950642552587727,1.3862943611198906,7.893851905042435,3,At Risk / Churned
